luminosity,elongation,class
238.8165483870968,5.022921897055276,1.0
248.22232256271832,10.660256314478616,1.0
252.49220816798942,26.20503344641642,1.0
241.48904164749194,2.356267331993148,1.0
222.60302328344025,3.1659944250576277,1.0
222.4716857785875,1.2397953741052112,-1.0
214.2197086419753,1.4090931267132274,-1.0
233.1093601190476,1.6254652610134503,-1.0
219.27989464158748,1.7478754091415079,-1.0
211.15445188492063,1.3209296652860198,-1.0
