elongation,class
5.022921897055276,1.0
10.660256314478616,1.0
26.20503344641642,1.0
2.356267331993148,1.0
3.1659944250576277,1.0
1.2397953741052112,-1.0
1.4090931267132274,-1.0
1.6254652610134503,-1.0
1.7478754091415079,-1.0
1.3209296652860198,-1.0
